product_id,shop_id,product_name,ingredient,feature,skin_type,capacity,design,brand,expiry,origin
1522,936,"Sữa rửa mặt Hoa Cúc dành cho Spa, chai lớn 1000ml",chiết xuất từ hoa cúc,"giúp làm sạch bã nhờn, sạch lcl, phục hồi da, dưỡng ẩm tuyệt vời",,10 ml,,blossom,,
1523,337,Sữa Rửa Mặt Sáng Da Mờ Thâm Garnier Light Complete Brightening Whip Foam,"myristic acid, palmitic acid, stearic acid, potasium lauric acid, glyceryl, glyceryl, kaolin, benzyl, citrus medica limonum fruit extract, linalol, peg 14 m edta","làm trắng và sáng da, làm sạch sâu cho da và giảm đốm nâu rõ rệt, ngăng ngừa các tác nhân gây thâm mụn bởi thành phần thiên nhiên lành tính từ quả yuzu với hàm lượng c gấp 3 lần giàu chất chống oxy hóa, làn da sẽ mềm mịn trắng sáng rạng rỡ ngay sau khi sử dụng lần đầu tiên, đặc biệt sự biến đổi cải thiện sẽ trông rõ rệt sau 7 ngày sử dụng sản phẩm",phù hợp với hầu hết mọi làn da kể cả làn da nhạy cảm,,sản phẩm được thiết kế với công thức không chứa cồn cùng có độ ph khá lành tính dưỡng sáng và cải thiện vùng da xỉn màu mà không làm khô căng da,lam thảo,,
1524,648,Sữa rửa mặt tạo bọt Images Plant Extraction Hàng Nội Địa Trung,"chiết xuất từ kiwi và cam, vitamin b1, b2, c","cân bằng độ ph, cải thiện nếp nhăn, làm sạch nhẹ nhàng, phù hợp cho tất cả các loại da, giữ ẩm, chống oxy hóa, trẻ hóa làn da, mờ vết thâm nám",phù hợp cho tất cả các loại da,,,,,
1525,937,Sữa rửa mặt EXGYAN làm sạch sâu kiềm dầu không cần làm khô da,,làm sạch bọt,hầu hết các loại da,60 g,,exgyan,ba năm,sản xuất tại trung quốc
1526,938,SỮA RỬA MẶT CETAPHIL GENTLE SKIN CLEANSER,cực lành tính độ ph chuẩn,sau khi rửa không gây khô da được khuyên dùng cho làn da nhạy cảm,,,,,,
1527,939,Kem rửa mặt dưỡng trắng Hada Labo Perfect White Cleanser 80g,"amino acid, arbutin tinh khiết, vitamin c, vitamin e, ha và nano ha","làm sạch sâu, dưỡng trắng, cấp ẩm sâu, tái tạo cấu trúc đàn hồi cho làn da ẩm mượt, giảm sạm nám tàn nhang đốm nâu",,80g,,hada labo,3 năm kể từ ngày sản xuất,thương hiệu nhật bản sản xuất tại việt nam
1528,940,"Sữa rửa mặt Acnes ngừa mụn, sạch nhờn, sáng da (50g, 100g)",acid sodium ascorbyl,"ngăn ngừa mụn, sạch khuẩn mụn, mịn màng da",hỗn hợp khô và da thường,,,acnes,,việt nam
1529,941,Sữa rửa mặt trắng da The Face Shop Hàn Quốc White Seed Exfoliating Foam Cleanser 150ml dưỡng cấp ẩm sạch sâu,"tự nhiên, vitamin c, nước khoáng đến từ nhật bản yuzawa, hạt mầm hoa lupin, hoa cúc trắng","dưỡng cấp ẩm, sạch sâu, làm tươi sáng, làm trắng sáng da",mọi loại da da nám tàn nhang đốm nâu xạm không đều màu,150 ml,,the face shop,,hàn quốc
1530,512,Sữa rửa mặt NIVEA tinh chất ngọc trai trắng da Pearly White 20g,"công thức làm sạch, tinh chất pearly white","sạch sâu, dưỡng trắng da gấp 10 lần so với vitamin c, bọt siêu nhỏ làm sạch sâu, không chứa cồn paraben và dầu khoáng",phù hợp với làn da ng việt,,,đức,3 2024,sản xuất tại thái lan
1531,942,Sữa rửa mặt NACO 180ml,,dùng để làm sạch da mặt loại bỏ bụi bẩn và giảm dầu cho da,,180 ml,,naco,,
1532,492,Sữa Rửa Mặt Bò E100,,sạch nhờn và bụi bẩn giúp cân bằng độ ẩm cho da cho bạn gương mặt trắng sáng rạng ngời nam nữ,,80 ml,,backhand index pointing right,,
1533,943,Sữa rửa mặt Laneige mới sạch sâu Multi deep Clean Cleanser 30ml hoặc 50ml,"chiết xuất enzym từ quả đu đủ và blue bery, enzyme papain chiết xuất từ đu đủ, chiết xuất từ quả việt quất","làm sạch sâu, loại bỏ tế bào da chết và các tạp chất, giữ độ ẩm cho da",,,,laneige,,hàn quốc
1534,296,Gel rữa mặt dưỡng ẩm Neutrogena Hydro Boost,acid lấy đi sạch chất nhờn dầu,"rửa sạch lớp trang điểm và bụi bẩn, cung cấp độ ẩm, làm sạch và se khít chân lông",,,,,,
1535,937,[Hàng mới về] Dầu Tẩy Trang Vlonca Chiết Xuất Botanical 3 Trong 1 Cho Da Nhạy Cảm,"dầu oliu, jojoba, củ cải, chiết xuất oải hương, nho, vitamin e","làm sạch, dưỡng ẩm, dịu nhẹ, phù hợp sử dụng cho các bộ phận mắt, lông mi, mặt, môi",phù hợp mọi loại da,,,vlonca veronica,,hàng nhập khẩu
1536,944,sữa rửa mặt dịu nhẹ Cerave Foaming Facial Cleanser Oil Control re _Shopee Mall,,"làm sạch da, giữ ẩm, tái tạo và phục hồi da, hạn chế tình trạng vi khuẩn xâm nhập vào da, tránh tình trạng gây mụn và kích ứng da","thích hợp cho da thường đến da dầu, da nhạy cảm, da yếu đang bị tổn thương cần phục hồi",,,four leaf clover,,
1537,345,Sữa rửa mặt Hada labo 20 gr - Sữa rửa mặt Hadalabo,"arbutin tinh khiết, vitamin c, vitamin b3, công nghệ amino acid, ha và nano ha","dưỡng trắng, loại bỏ tế bào chết, cung cấp độ ẩm toàn diện cho da",dành cho mọi loại da/dành cho da khô/hỗn hợp da thường,bản minisize 15 gr,"chai kem, tạo bọt tốt, dịu nhẹ trên da",hadalabo,date 2024,
1538,26,Sữa Rửa Mặt BYVIBES WONDER bath PHA 5.5 150ml,,"làm sạch sâu, loại bỏ và ngăn ngừa mụn, tái tạo và dưỡng da, giảm loại các loại mụn thâm nám tàn nhang, ngăn ngừa lão hóa da, thích hợp cho mọi loại da kể cả da nhạy cảm",,,,byvibes,,
1539,170,Sữa Rửa Mặt Nivea Pearl White Micro Bubbles Deep Clean Clay Foam 5 IN 1 100g,"tinh chất pearly white, đất sét trắng kaolin","trắng da, sạch nhờn, làm sạch hiệu quả mọi bã nhờn tận sâu bên trong lỗ chân lông",mọi loại da,10g,,sữa rửa mặt nivea,,
1540,945,Sữa Rửa Mặt Hazeline Tuýp 50g/100g (Nghệ/ Matcha),"chứa chiết xuất nghệ giàu khoáng chất và vitamin, kiwi giàu dinh dưỡng với hàm lượng vitamin c, e và các chất chống oxy hóa","loại bỏ dầu nhờn, vi khuẩn, ngăn ngừa mụn và mụn trứng cá, giúp da sạch sáng hơn, làm làn da sáng thoáng láng mịn tự nhiên và luôn trắng mịn rạng ngời","dành cho da có xu hướng tiết dầu, lỗ chân lông bị bịt kín, nổi mụn, da xỉn màu thiếu sức sống",50g,tuýp,hazeline,,việt nam
1541,433,"Sữa Rửa Mặt 100g Biore Sạch Mụn & Kháng Khuẩn, suu.shop cam kết 100% chính hãng",công thức hoạt chất kháng khuẩn,"lấy sạch bụi bẩn bã nhờn mà không làm mất đi độ ẩm tự nhiên của da, ngăn ngừa và loại bỏ vi khuẩn gây mụn, giúp da sạch và đầy sức sống",,,,biore,,nhật bản
1542,946,(mini size) Kem rửa mặt Hada Labo dưỡng ẩm 15g,,dưỡng da trong mướt căng mịn tươi trẻ mỗi ngày,,,,rohto việt nam,,"khu công nghiệp việt 16 đường số 5, huyện thuận an, tỉnh bình dương, thuận giao, thuận an, bình dương"
1543,335,"Sữa Rửa Mặt Dưỡng Ẩm, Ngừa Mụn, Làm Sáng Da Dr.Morita Face Wash 130g-150g","chiết xuất chủ yếu từ rau má, đu đủ, dứa và enzyme trái cây, acid, betaine, glycerin","làm sạch sâu, kiềm dầu, kháng viêm, cấp ẩm, hỗ trợ điều trị mụn trứng cá và ngăn ngừa mụn","phù hợp cho da dầu, da có mụn và da nhạy cảm","có 3 loại: 130g, 150g",,,,đài loan
1544,174,sữa rửa mặt gạo thái 180ml,"gạo thái, nước tinh khiết, các thành phần dưỡng da","làm sạch da, se khít lỗ chân lông, làm mềm da",mọi loại da,,chai nhựa đơn giản,thái shop,,thái lan
1545,323,"Sửa rửa mặt Adaphim ⚡ CAM KẾT CHÍNH HÃNG ⚡ Sữa rữa mặt dịu nhẹ ADAPHIL chai 125ml dành cho da nhạy cảm, da dễ tổn thương","adaphil water, sodium lauryl, cetearyl alcohol, glycol, vitamin e, glabra extract, aloe sorbate","làm sạch và dưỡng da cao cấp, thích hợp cho cả da nhờn và da khô, chỉ định người lớn dùng, ngăn ngừa rôm sảy hăm da, giữ độ ẩm cần thiết và dưỡng da","dành cho da nhạy cảm, da dễ tổn thương",125 ml,chai,adaphil,3 năm kể từ ngày sản xuất,gama việt nam
1546,774,Sữa rửa mặt tinh chất trà xanh cho da mụn,,giúp rửa sạch các bụi bẩn trên da và dưới các lỗ chân lông,,10 g,,,,
1547,947,Sữa rữa mặt nhân sâm Hàn Quốc chính hãng,thảo dược hồng sâm,"tẩy sạch chất bẩn trên da, làm mềm mại và trắng sáng da, tăng sắc tố cho da",,,,,,
1548,793,[CÓ HÓA ĐƠN LOTTEDUTYFREE] SỮA RỬA MẶT SULWHASOO GENTLE CLEANSING FOAM 200ml,"các thảo dược phương đông, phù bình thảo, vỏ hạt dẻ","loại bỏ tạp chất trên da, cung cấp nước giúp da ẩm mượt mềm mại sau khi rửa mặt, làm sạch sâu, bổ sung và duy trì độ ẩm cho da",,,dạng gel dễ tạo bọt bông xù,sulwhaso,,
1549,65,Sữa rửa mặt Naruko (Auth),"bùn trà tràm, dầu trên da, chiết xuất từ lô hội, chiết xuất từ cây trà chanh, glycerin","làm sạch da, hỗ trợ điều trị mụn trứng cá, se khít lỗ chân lông, tăng độ săn chắc cho da",phù hợp với tất cả mọi loại da,120 gr,tuýp nhựa,naruko,3 năm kể từ ngày sản xuất,đài loan
1550,568,"GEL RỬA MẶT Bielenda Green tea trà xanh kiềm dầu, giảm mụn 200ml"," giàu tinh dầu trà khá, vitamin c","làm sạch bụi bẩn và bã nhờn dư thừa, ngừa mụn, giúp cải thiện tình trạng da",hỗn hợp,20 ml,,bielenda,,
1551,656,"Sữa rửa mặt Aderma Purifying Cleansing Gel, sữa rửa mặt cho da dầu - Thi Vũ",chiết xuất yến mạch rhealba và glycerin,"giảm mụn, bảo vệ da khỏi tác hại từ môi trường, nuôi dưỡng các tế bào da, làm giảm đau và sưng do mụn",da nhạy cảm,40ml,"dạng gel tạo bọt mềm mịn, không gây cay mắt",aderma,,pháp
1552,476,Sữa rửa mặt Mediheal Cleansing Foam,"natural sodium, chiết xuất rau sam, tea tre leaf, than hoạt tính, colagen","dưỡng ẩm, kiểm soát lượng dầu, se lỗ chân lông, sáng mịn da, gia tăng độ đàn hồi, nuôi dưỡng và bảo vệ da","hỗn hợp, nhạy cảm, lỗ chân lông to",170 ml,chai siêu bự,mediheal,,được mỹ phẩm
1553,948,Sữa rửa mặt Simple giúp da sạch thoáng & không chứa xà phòng 150ml [My Xeko],chứa b5 và vitamin e,"giúp da sạch thoáng cho mọi loại da, cuốn đi chất nhờn bụi bẩn và các tạp chất khác, không gây kích ứng cho da, mềm mịn, tươi mát và sạch thoáng",mọi loại da,,,simple,,
1554,949,"Centaphil Gentle Skin Cleaner - Sữa rửa mặt loại bỏ chất nhờn, tẩy sạch bụi bẩn, dịu da, giữ ẩm, ngừa mụn",water cetyl alcohol glycol sodium lauryl sulfate stearyl alcohol,"loại bỏ chất nhờn, tẩy sạch bụi bẩn, dịu da, giữ ẩm, ngừa mụn",phù hợp cho mọi loại da kể cả da em bé,125 ml,,cetaphil,hạn sử dụng đảm bảo mới nhất xa nhất các bạn có thể chat với shop để shop báo date cập nhật mới nhất nha,made in canada
1555,11,"Sữa Rửa Mặt Cetaphil Dịu Nhẹ Không Xà Phòng 125ml, 250ml, 473ml Hasaki Sản phẩm chính hãng","hỗn hợp vitamin b3, vitamin b5, glycerin","cung cấp độ ẩm liên tục, làm sạch nhẹ nhàng, giúp tăng cường hàng rào độ ẩm tự nhiên của da, bảo vệ chống lại 5 dấu hiệu nhạy cảm của da","phù hợp cho da từ thường đến khô, da nhạy cảm, tình trạng da khô, thiếu độ ẩm, thiếu nước da, dễ kích ứng","có 3 dung tích cho bạn lựa chọn: 125ml, 250ml, 473ml","kết cấu dạng kem mềm mượt giàu độ ẩm, công nghệ micelar",cetaphil,,"sản xuất tại canada, thương hiệu canada"
1556,950,[HB Gift] Sữa rửa mặt cấp ẩm sạch bụi mịn The history of Whoo Gongjinhyang Soo Hydrating Foam Cleanser 40ml,,làm sạch dịu nhẹ bụi mịn và bã nhờn để lại cảm giác ẩm mượt khỏe khoắn trên da,,40 ml,bao bì đơn giản,,3 năm kể từ ngày sản xuất,hàn quốc
1557,197,Sữa Rửa Mặt Tạo Bọt Sukin Signature Foaming Facial Cleanser 125ml,"aqua, aloe leaf juice, betaine, decyl peg-150, chamomilla recutita flower extract, camelia sinensis leaf extract, green tea, witch hazel extract, sed oil, rosa canina fruit oil, bienis evening oil, citrus pel oil, citrus nobilis orange pel oil, vanilin, vanila fruit extract, benzyl alcohol","làm sạch da, không gây khô da và không làm mất đi lớp dầu tự nhiên trên da, thanh lọc da mà không làm mất đi lớp dầu tự nhiên, làm dịu, làm sạch và dưỡng ẩm da, chống lão hóa.",mọi loại da,125 ml,dạng gel trong suốt,sukin,"30 tháng kể từ nsx, sử dụng tốt nhất trong 6 tháng mở nắp",úc
1558,834,Sữa Rửa Mặt Garnier Bright Complete 3 in 1 Foam Anti Acne,vitamin c và acid,"làm sạch, làm sáng, giảm mụn","da thường đến dầu, da có vấn đề về mụn, diện nhẹ, da sạm xỉn do tiết dầu da không đều màu do mụn thâm mụn da thiếu sức sống, lỗ chân lông to.",90 ml,"dạng tuýp tiện lợi, hợp vệ sinh và dễ dàng lấy sản phẩm trong quá trình sử dụng.",garnier,đảm bảo 10 về nguồn gốc và chất lượng từng sản phẩm đến tay khách hàng.,nhập khẩu từ garnier việt nam
1559,389,[FREESHIP50K] Sữa Rửa Mặt BYVIBES WONDER bath PHA 5.5 TREEHOUSE SHOP,"pha acids, trà phổ nhĩ hàn quốc, tinh dầu dừa, dầu cọ","làm sạch sâu, loại bỏ tế bào chết và độc tố trên da, cung cấp độ ẩm, giảm mụn thâm nám tàn nhang, trẻ hóa và hạn chế lão hóa","phù hợp với mọi loại da, kể cả da nhạy cảm",130 ml,,byvibes wonder bath,,hàn quốc
1560,951,"[HÀNG CÔNG TY] Sữa Rửa Mặt Sạch Sâu Làm Dịu Da Asap Gentle Cleasing Gel Dịu Nhẹ, Phục Hồi Da, Chống Oxy Hoá","aloe vera leaf extract, amonium lauryl sulfate, aqua water, butylene glycol, camelia sinensis white tea leaf extract, citrus lime oil, citrus bergamia fruit oil, citrus paradisi pel oil, betaine","làm sạch sâu, dịu nhẹ, phục hồi da, chống oxy hóa","thích hợp cho mọi loại da, đặc biệt là da nhạy cảm hoặc da khô",,sản phẩm sữa rửa mặt dạng gel dịu nhẹ,asap,,sản xuất tại úc
1561,952,Sữa rửa mặt Paula's Choice Skin Balancing Oil-Reducing Cleanser (237mL),"sodium cocoyl, sodium stearic acid, glycerin, glycol anus, sed oil, cetearyl alcohol, aloe leaf extract, sodium chloride, sodium ph, xanthan gum, caprylyl glycol, hexylene glycol, disodium edta","làm sạch bụi bẩn và các chất cặn bã tích tụ trong lỗ chân lông, hỗ trợ kiểm soát dầu nhờn, cân bằng độ ẩm, giảm dầu, làm sạch da nhẹ nhàng, sâu trong lỗ chân lông, giúp bề mặt da tươi sáng mềm mịn","phù hợp cho làn da thường đến da dầu, da hỗn hợp, dễ bị mụn do tiết quá nhiều dầu, thừa dầu, da tắc nghẽn lỗ chân lông",237 ml,kết cấu dạng kem màu trắng không gây bết dính hay nhờn sau khi sử dụng,paula s choice,tháng 1 2023,sản xuất tại mỹ
1562,477,[Srm Lait Vip O2] Sữa Rửa Mặt Tái Tạo Và Thanh Lọc Làn Da BR Lait Vip O2 Biologique Recherche,"hỗn hợp acid béo và acid amin, squalane oil, vitamin b3, vitamin e, lactic acid, br complex, vip o2","tái tạo và thanh lọc làn da, chống lão hóa, làm mềm da",phù hợp cho mọi loại da kể cả da nhạy cảm và những làn da thiếu sức sống hay mệt mỏi,,white square button và black square button,,,
1563,953,Sữa Rửa Mặt Dạng Thạch Nhẹ Dịu Geek&Gorgeous Jelly Joker 50ML,"peg-6 caprylic/capric, xylitol, alantoin","làm sạch sâu, không gây khô hoặc tổn thương hàng rào bảo vệ da, giúp lấy đi bụi bẩn lớp trang điểm, thân thiện cho da, giữ ẩm cho da mịn màng","phù hợp cho mọi loại da, kể cả da nhạy cảm, dễ mẩn đỏ hoặc da gặp các vấn đề da liễu nấm lang ben",,"chai nhựa có dung tích không rõ ràng, không có hình thức đặc biệt",joker,24 tháng,"thương hiệu, khẩu và phân phối bởi công ty tnhh mỹ phẩm việt nam"
1564,119,Sữa rửa mặt CRV Pháp các loại,,làm sạch da,"phù hợp với đa số các loại da bao gồm da thường, da hỗn hợp, da dầu, da mụn và da nhạy cảm",,bao bì có thể thay đổi theo năm lô sử dụng xong các bạn nên khóa vòi để tránh srm bị oxi hóa nhé xoay đầu vòi theo hướng mũi tên close,crv,,
1565,620,SỮA RỬA MẶT CETAPHIL ( CTY) - Gentle Skin Cleanser,"glycol cetyl alcohol, stearyl alcohol","tái tạo tế bào da, loại bỏ chất nhờn, làm khô nhân mụn","tất cả các loại da, kể cả da mặt tay và chân",,"dạng lỏng loãng, màu trắng đục, không mùi",cetaphil,,
1566,10,Sữa Rửa Mặt Đông Y Gia Truyền,,"giúp kìm dầu nhờn, se khít lỗ chân lông, làm sạch sâu, cấp ẩm, căng bóng, dưỡng trắng, ngăn ngừa mụn li ti, vừa là sữa rửa mặt, vừa là tẩy tế bào chết, vừa có thể đắp mặt nạ được luôn",,,cải tiến vỏ của công ty nicos,,,
1567,357,"Sữa rửa mặt Compliment NO PROBLEM chứa Salicylic Acid, Tea Tree - 200ML",dầu cây trà,"làm sạch sâu, chăm sóc chất lượng cho làn da có vấn đề, thu hẹp lỗ chân lông, ngăn ngừa vi khuẩn xâm nhập và sự xuất hiện của mụn ẩn, mụn cám và mụn đầu đen, ngăn ngừa sự xuất hiện của bóng nhờn trên khuôn mặt suốt cả ngày, tiêu diệt vi khuẩn gây viêm nhễm, cung cấp sự bảo vệ mỏng manh, không chứa cồn khô, chăm sóc da mặt tốt trong quá trình rửa mặt loại bỏ bóng nhờn hiệu quả giúp da mịn màng",da nhờn mụn,20 ml,có vấn đề với nắp chai,timex,,nga
1568,954,Sữa Rửa Mặt Hatomugi Naturie Hạt Ý Dĩ Nhật Bản 130g,"10 thành phần tự nhiên kết hợp nhiều nguyên liệu dưỡng da như yến mạch, đào, ngọc trai, vitamin e, b1, b12","làm trắng sáng da, thải độc tố da, săn chắc và chống lão hóa da, dưỡng ẩm cho da hiệu quả, kiểm soát lượng dầu, chống viêm da, phòng chống cháy nắng, cải thiện làn da khô",,sản phẩm có 2 kích thước 130 g và 170 g,,hatomugi,,
1569,955,[Chính Hãng] sữa rửa mặt nhân sâm 36 vị,"lá trà, lá ổi, nọc ong, nhân sâm và các vitamin khác",giúp nuôi dưỡng và nâng niu làn da,mọi loại da,,,mea,,
1570,99,Sữa Rửa Mặt Acnes 100g,"cấu trúc nước, hạt dưỡng chất vitamin","tẩy sạch các lớp trang điểm, nhờn dư thừa, bụi bẩn, nuôi dưỡng làn da, giúp kiểm soát dầu trên da, thu nhỏ lỗ chân lông",,,,acnes,,việt nam
1571,956,Kem rửa mặt dưỡng ẩm - Hada Labo Advanced Nourish Hyaluronic Acid Cleanser,làm sạch gốc tự nhiên,"làm sạch sâu dịu nhẹ, dưỡng da ẩm mịn",phù hợp cho mọi loại da,,,,,
1572,104,[Mini]  - Sữa Rửa Mặt Laneige Cleansing Multi Deep-Clean Cleanser 30ml,"chiết xuất từ quả việt quất, enzyme đu đủ","khả năng chống oxy hóa, làm mềm mịn da, loại bỏ tế bào chết và bã nhờn trong lỗ chân lông",,,,,,
1573,663,Sữa Rửa Mặt PHA 5.5 pH Balancing Cleansing Foam 150ml,đa y la sa n pha m đa t chua n thua n chay vegan ha u he t my pha m vegan,"đa nh gia o mu c low harzard, an toa n to i đa cho da ba o ve da luo n kho e ma nh va an toa n cho ca la n da, giu p mang la i mo t la n da sa ng bo ng","da nha y ca m, da da u va tha m chi la da nha y ca m",150 ml,chua n co thông tin,su du ng ra t nhie u tha nh pha n tu nhie n tuy nhie n kho ng pha i ha ng my pha m thie n nhie n hay my pha m hu u co na o cu ng la thua n chay,chua có thông tin,chua có thông tin
1574,957,Sale 38% Sữa rửa mặt tẩy tế bào chết St.Ives,,giúp ngăn ngừa mụn đặc biệt mụn đầu đen mụn li ti giúp thu nhỏ lỗ chân lông ngăn ngừa da xỉn màu thô ráp đẩy lùi dấu hiệu lão hóa da do tác nhân bên ngoài,,,,st ives,,
1575,5,Sữa rửa mặt giảm mụn hỗ trợ làm sạch da Beotua Purify Skin Anti Acne Cleanser – COCHI525,,"hỗ trợ làm sạch sâu cho da, giảm mụn, cân bằng dầu trên da, cải thiện tình trạng da mụn",,trọng lượng 10g,,beotua,xem trên bao bì,
1576,958,[Hàng mới về] Sữa rửa mặt THE FACE SHOP 150ml 300ml/ tẩy trang 400ml/kem mát xa 200ml tùy chọn,"chiết xuất từ gạo, dầu hạt gạo","làm sạch, làm dịu, phục hồi và làm mịn da",,"sữa rửa mặt tạo bọt 150 ml, sữa rửa mặt tạo bọt 30 ml, kem tẩy trang 40 ml, kem masage 20 ml",,the face shop,,hàn quốc
1577,306,[NK Mỹ] Gel rửa mặt chăm sóc da St.ives 200ml Trái Mơ I Tràm Trà I Dưa Hấu - TD Shop,"chiết xuất tràm trà, acid","giảm mụn, loại bỏ bã nhờn, làm sạch sâu, tạo lớp màn cấp ẩm",,,st ives,,,
1578,959,Sữa rửa mặt Belay 500ml  Chuyên dùng cho spa,"nguồn nước thiên nhiên, hoa lan tây, acid","làm sạch da, bảo vệ da chống mất nước, dưỡng ẩm, cung cấp độ ẩm, chống lại các dấu hiệu lão hóa","da khô, da hỗn hợp, da dầu",,kết cấu dạng kem mềm tạo bọt nhanh chóng,megaphone,,
1579,960,Sữa Rửa Mặt Dưỡng Ẩm Hada Labo Advanced Nourish 80g - Sữa rửa mặt dưỡng ẩm tối ưu Hada Labo Nhật  Bản,,"giúp da bổ sung độ ẩm, làm sạch sâu trong lỗ chân lông, làm da mềm mại và tươi mới suốt cả ngày",an toàn cho mọi loại da và vô cùng dịu nhẹ với làn da không gây ra cảm giác căng da khô,80 g,,hada labo,,sản xuất tại việt nam
1580,79,Combo dưỡng da trọn gói dịu nhẹ Simple (Tẩy trang + Sữa rửa mặt + Toner + Sữa dưỡng),"các thành phần có trong các sản phẩm dưỡng da simple đều dịu nhẹ lành tính an toàn cho da thân thiện với tự nhiên, nói không với cồn hương liệu các thành phần có hại cho da","dưỡng da hoàn chỉnh bao gồm các bước tẩy trang, sữa rửa mặt, toner, sữa dưỡng da phù hộ cho da, giúp làm sạch bụi bẩn, dầu thừa, cân bằng ẩm, se khít lỗ chân lông, ẩm sâu, căng mướt và làm sáng da nhẹ nhàng",phù hợp với mọi loại da kể cả làn da nhạy cảm nhất,"tẩy trang: 20ml, sữa rửa mặt: 150ml, toner: 20ml, lăn mắt: 15ml, sữa dưỡng: 125ml",,simple,xem trên tem phụ sản phẩm,anh
1581,372,Sữa Rửa Mặt Than Hoạt Tính 3W Clinic Charcoal Foam Cleansing 100ml,chiết xuất tinh túy từ than hoạt tính,"làm sạch sâu cho lỗ chân lông, loại bỏ bã nhờn và các tạp chất cho lỗ chân lông thông thoáng, loại bỏ độc tố cho da, giúp da sạch khỏe sáng mịn, hạn chế mụn hình thành","mọi loại da, đặc biệt là những người có làn da dầu và hỗn hợp",10 ml,sữa rửa mặt than hoạt tính sạch bụi bẩn,3 w clinic,3 năm từ ngày sản xuất,hàn quốc
1582,961,[HÀNG CHÍNH HÃNG] Sữa rửa mặt Simple Kind to Skin Refreshing Facial Wash Gel-MẪU MỚI,"công thức không chứa dầu nhẹ nhàng làm sạch da, lấy đi bụi bẩn cùng bã nhờn dư thừa","làm sạch sâu, giúp lỗ chân lông thông thoáng và sạch bã nhờn, giảm nguy cơ xuất hiện mụn trứng cá và mụn đầu đen, bổ sung độ ẩm cấp nước, làm da mềm mại và mịn màng","thích hợp với mọi loại da, kể cả da nhạy cảm",,"dạng gel hoặc dạng kem, có cả vỏ cũ lẫn mới",simple,,
1583,204,Sữa rửa mặt 3W Clinic 100ml Hàn Quốc,"chiết xuất từ gạo, trà xanh","làm sạch và loại bỏ tạp chất trên da, chăm sóc và phục hồi sức sống cho da, ngăn ngừa quá trình lão hóa, làm mát và loại bỏ độc tố trên da, lấy sạch hoàn toàn bụi bẩn và bã nhờn sâu trong lỗ chân lông, làm sáng da",an toàn với mọi làn da,,,3 w clinic,,hàn quốc
1584,624,"Sữa rửa mặt không có xà phòng, làm sạch và loại bỏ tế bào da chết SVR SEBIACLEAR Gel Moussant 55ml",,"làm sạch và loại bỏ tế bào da chết, giảm tắc nghẽn lỗ chân lông, dành cho da hỗn hợp đến da dầu, da mụn, nhạy cảm","dành cho da hỗn hợp đến da dầu, da mụn, nhạy cảm",5 ml,,svr,3 năm kể từ ngày sản xuất,pháp
1585,962,Sữa tắm rửa mặt  Vinatid - Chai 150 ml,,hỗ trợ cho các vấn đề về da như viêm da tiết bã nấm da nấm tóc gàu hỗ trợ cho cả mụn trứng cá,,,,vinatid,3 năm,việt nam
1586,963,SỮA RỬA MẶT CENLIA BẢN MỚI NHẤT,,làm sạch da mặt nhẹ nhàng,,,,,,
1587,964,Tẩy Tế Bào Chết Sinh Học Sữa Rữa Mặt Senana  EXFOLIATING sạch mụn trắng da dưỡng ẩm  nội địa sỉ tốt - DREAM STORE,,"kiêm tẩy tế bào chết, trắng sáng, mụn, cấp ẩm, cấp nước",,60 g,,senana,,nộiđịa đài trung
1588,51,"Sữa Rửa Mặt Innisfree Trà Xanh Giúp Làm Sạch, Giảm Mụn Cleansing Foam 150ml","""labase sẵn 3 phân loại trà xanh"": ""chiết xuất từ trà xanh"",
""jeju volcanic pore foam ex"": ""chiết xuất từ một loại đá núi lửa tự nhiên, chiết xuất trà xanh và nước khoáng"",
""bija trouble facial foam"": ""chiết xuất từ quả nhục đậu khấu""","""labase sẵn 3 phân loại trà xanh"": ""giảm mụn, giảm oxy hóa da"",
""jeju volcanic pore foam ex"": ""giúp hỗ trợ giảm mụn đầu đen, hạn chế tiết dầu thừa, loại bỏ bã nhờn, làm sạch da"",
""bija trouble facial foam"": ""làm săn da, cung cấp độ ẩm cho da, giảm oxy hóa, bảo vệ da chống các tác hại từ môi trường xung quanh""","da thường, da hỗn hợp",150 ml,bao bì thông thường,inisfre,,
1589,493,Sữa Rửa Mặt Ý Dĩ Hatomugi,,cải thiện vấn đề mụn giúp se khít lỗ chân lông và hạn chế bã nhờn giúp da trắng sáng và mờ thâm khoáng chất trong sữa giúp thấm sâu dưới các tầng lớp hạ bì dưỡng ẩm cho da hiệu quả sản phẩm này giúp cho độ tuổi ten chống lại các loại mụn dậy thì làm cho làn da khỏi bị khô sạm ngăn ngừa lão hóa và làm cho làn da săn chắc hơn rất nhiều ngoài việc làm sạch da mặt thì sữa rửa mặt hatomugi này còn có khả năng tẩy trang nhẹ cho da,,,,hatomugi,,nhật bản
1590,169,Sữa rửa mặt Bơ Thái Lan 200ml,,"giúp làm sạch nhẹ nhàng vết bẩn bã nhờn trên da mặt, dưỡng chất trong sản phẩm giúp dưỡng trắng, tẩy tế bào chết, tuyệt đối an toàn và dịu nhẹ cho làn da không gây kích ứng da, tiện dụng và có hương thơm dịu nhẹ",thích hợp cho mọi loại da đặc biệt là da nhờn,,,aron,,
